Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Clear,Cloudy,Cloudy / Windy,Fair,Fair / Windy,Fog,Fog / Windy,Haze,Heavy Rain,Light Drizzle,Light Rain,Light Rain / Windy,Light Thunderstorms and Rain,Mist,Mostly Cloudy,Mostly Cloudy / Windy,Overcast,Partly Cloudy,Partly Cloudy / Windy,Patches of Fog,Rain,Rain / Windy,Scattered Clouds,Shallow Fog,Smoke,Squalls
2020,7,2,19,Fair,53.0,53.0,83.0,7.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,23,7,9,Overcast,59.0,60.1,86.0,6.9,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,27,12,15,Partly Cloudy,59.0,61.0,24.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,10,8,13,Partly Cloudy,59.0,69.1,54.0,20.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,4,4,18,Mostly Cloudy,59.0,60.1,49.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,22,2,17,Partly Cloudy,59.0,53.1,47.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,7,8,20,Fair,62.0,62.0,75.0,12.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,24,6,14,Clear,59.0,75.0,44.0,16.1,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,12,9,Mostly Cloudy,59.0,50.0,61.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,10,12,13,Scattered Clouds,59.0,53.6,77.0,10.813163514338017,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,27,10,14,Clear,59.0,73.9,57.0,4.6,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,10,15,Fair,79.0,79.0,30.0,12.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,12,22,Light Rain,55.0,55.0,94.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,22,12,14,Partly Cloudy,59.0,61.0,34.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,4,4,17,Light Rain,55.0,55.0,89.0,14.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,16,4,20,Cloudy,55.0,55.0,77.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,31,5,13,Fair / Windy,66.0,66.0,60.0,21.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,13,7,1,Partly Cloudy,59.0,57.0,89.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,27,9,18,Mostly Cloudy,59.0,57.9,87.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,4,9,12,Partly Cloudy,59.0,64.9,73.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,28,1,15,Partly Cloudy,59.0,57.0,62.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,8,7,20,Mostly Cloudy,61.0,61.0,75.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,26,9,11,Mostly Cloudy,59.0,61.0,81.0,3.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,10,5,8,Overcast,59.0,55.9,93.0,10.813163514338017,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2,2,18,Scattered Clouds,59.0,57.9,84.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2,11,7,Clear,59.0,55.0,86.0,6.9,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,5,8,Partly Cloudy,59.0,57.9,72.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,14,12,23,Mostly Cloudy,53.0,53.0,66.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,9,11,11,Partly Cloudy,59.0,66.0,75.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,19,9,16,Fair,72.0,72.0,48.0,18.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,21,8,6,Overcast,59.0,61.0,87.0,9.2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,31,12,13,Partly Cloudy,59.0,57.9,23.0,18.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,13,12,7,Partly Cloudy,59.0,46.9,83.0,6.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,22,4,10,Light Rain,59.0,57.0,93.0,18.4,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,30,1,14,Mostly Cloudy,59.0,64.0,56.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,25,4,5,Fair,53.0,53.0,83.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,2,18,Mostly Cloudy,59.0,55.0,83.0,10.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,22,3,18,Scattered Clouds,59.0,53.1,61.0,27.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,22,8,8,Mostly Cloudy,64.0,64.0,87.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,13,11,15,Cloudy,59.0,59.0,72.0,16.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,17,4,20,Overcast,59.0,57.0,77.0,6.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,23,1,18,Cloudy,56.0,56.0,75.0,3.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,12,9,Mostly Cloudy,56.0,56.0,84.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,22,7,17,Partly Cloudy,72.0,72.0,55.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,8,8,17,Scattered Clouds,59.0,66.0,75.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,20,12,15,Mostly Cloudy,56.0,56.0,77.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,1,3,23,Fair,58.0,58.0,22.0,18.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15,11,10,Fair,55.0,55.0,74.0,5.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,12,15,Haze,56.0,56.0,77.0,6.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10,12,11,Mostly Cloudy,60.0,60.0,60.0,7.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,9,12,1,Overcast,59.0,57.0,93.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,17,5,8,Mostly Cloudy,59.0,57.9,72.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,6,9,10,Clear,59.0,66.0,70.0,4.6,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,25,1,2,Scattered Clouds,42.6,45.0,93.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,27,6,1,Mostly Cloudy,58.0,58.0,90.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,30,6,9,Partly Cloudy,61.0,61.0,75.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,12,1,3,Light Rain,59.0,46.9,90.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,3,8,Overcast,59.0,54.0,83.0,9.2,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,4,4,16,Overcast,59.0,66.9,57.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,21,3,7,Overcast,59.0,55.9,97.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,10,8,20,Overcast,59.0,60.1,93.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,29,8,16,Partly Cloudy,59.0,64.9,68.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,15,1,4,Mostly Cloudy,59.0,48.0,74.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,19,2,15,Mostly Cloudy,59.0,50.0,50.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,10,8,18,Partly Cloudy,59.0,62.1,78.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,1,6,4,Cloudy,60.0,60.0,78.0,5.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,29,8,9,Mostly Cloudy,59.0,66.0,65.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,25,1,7,Scattered Clouds,59.0,46.9,80.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,30,8,8,Smoke,61.0,61.0,78.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,13,9,8,Overcast,59.0,64.9,87.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,28,9,16,Fair / Windy,62.0,62.0,53.0,37.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,10,19,Partly Cloudy,65.0,65.0,29.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,21,12,4,Mostly Cloudy,48.0,48.0,89.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,16,8,14,Fair,79.0,79.0,47.0,15.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20,3,11,Fair,60.0,60.0,55.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,30,10,15,Fair,67.0,67.0,34.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,3,10,Scattered Clouds,59.0,55.9,67.0,24.2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,24,3,15,Light Rain,59.0,55.0,93.0,3.5,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,30,12,14,Mostly Cloudy,56.0,56.0,64.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,30,12,2,Partly Cloudy,42.0,44.0,73.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,27,7,15,Clear,59.0,73.9,55.0,13.8,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18,12,8,Fair,40.0,40.0,79.0,3.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,10,14,Fair,81.0,81.0,29.0,9.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17,2,15,Mostly Cloudy,67.0,67.0,34.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,10,9,17,Fair / Windy,67.0,67.0,68.0,25.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,30,1,6,Partly Cloudy,59.0,48.0,89.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,9,6,14,Mostly Cloudy,59.0,68.0,50.0,23.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,7,8,10,Mostly Cloudy,59.0,57.0,81.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,7,9,16,Mostly Cloudy,70.0,70.0,63.0,18.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,6,7,18,Fair,65.0,65.0,58.0,15.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,29,9,6,Mostly Cloudy,58.0,58.0,87.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,20,1,23,Mostly Cloudy,52.0,52.0,77.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,4,11,4,Fair,46.0,46.0,89.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13,10,17,Fair,61.0,61.0,62.0,20.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,3,15,Partly Cloudy,59.0,66.0,45.0,20.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,14,8,17,Overcast,59.0,62.1,75.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,27,2,13,Mostly Cloudy,69.0,69.0,42.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,3,10,14,Mostly Cloudy,59.0,73.0,64.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,15,9,0,Cloudy,63.0,63.0,78.0,14.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,4,8,Light Rain,55.0,55.0,80.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,6,19,Partly Cloudy,68.0,68.0,59.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,22,2,20,Cloudy,55.0,55.0,72.0,12.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,3,9,Partly Cloudy,53.0,53.0,69.0,6.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,15,12,19,Light Rain,59.0,60.1,86.0,18.4,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,10,16,Mostly Cloudy,68.0,68.0,59.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,22,3,21,Fair,55.0,55.0,77.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,24,5,17,Mostly Cloudy,59.0,64.0,65.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,26,5,8,Overcast,59.0,57.9,70.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,24,9,16,Fair,89.0,89.0,17.0,20.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,12,9,Cloudy,54.0,54.0,77.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,14,11,13,Haze,59.0,62.1,84.0,5.8,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,10,19,Partly Cloudy,59.0,66.0,65.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,17,9,0,Fair,62.0,62.0,72.0,3.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,26,9,18,Fair,73.0,73.0,59.0,18.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,16,12,18,Mostly Cloudy,50.0,50.0,41.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,9,11,6,Fair,44.0,44.0,51.0,3.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11,2,16,Partly Cloudy,67.0,67.0,39.0,6.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,25,12,6,Mostly Cloudy,49.0,49.0,77.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,25,5,15,Mostly Cloudy,59.0,64.0,63.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,11,5,0,Partly Cloudy,59.0,53.1,89.0,13.8,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,20,3,21,Mostly Cloudy,57.0,57.0,62.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,22,5,12,Partly Cloudy,65.0,65.0,56.0,13.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,1,9,23,Clear,59.0,84.0,22.0,10.813163514338017,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,10,10,17,Partly Cloudy,78.0,78.0,10.0,12.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,11,11,16,Mostly Cloudy,55.0,55.0,72.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,27,6,14,Fair,71.0,71.0,57.0,20.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,20,6,4,Overcast,59.0,55.9,80.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,7,2,12,Clear,59.0,64.0,48.0,5.8,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,9,3,Cloudy,62.0,62.0,80.0,15.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,18,7,14,Mostly Cloudy,59.0,70.0,61.0,20.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,30,4,16,Partly Cloudy / Windy,60.0,60.0,64.0,28.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,16,1,11,Rain,43.0,47.0,83.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,3,12,6,Fair,53.0,53.0,86.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,10,8,9,Partly Cloudy,59.0,62.1,70.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,11,9,11,Mostly Cloudy,59.0,73.9,71.0,8.1,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,25,1,9,Mostly Cloudy,59.0,54.0,75.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,16,8,11,Partly Cloudy,59.0,64.9,68.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,12,12,6,Cloudy,58.0,58.0,87.0,12.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,4,18,Fair,66.0,66.0,56.0,14.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,12,12,13,Overcast,59.0,55.9,69.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,31,3,16,Scattered Clouds,59.0,61.0,64.0,24.2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,7,1,15,Overcast,59.0,51.1,92.0,5.8,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,13,11,11,Mostly Cloudy,59.0,59.0,58.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,25,5,13,Mostly Cloudy,59.0,64.9,65.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,29,12,14,Light Rain,53.0,53.0,86.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,23,12,22,Partly Cloudy,51.0,51.0,59.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,14,8,6,Overcast,59.0,57.9,87.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,2,7,11,Fair,66.0,66.0,63.0,12.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,1,12,Scattered Clouds,59.0,55.0,80.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,23,3,9,Mostly Cloudy,54.0,54.0,69.0,12.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,9,2,7,Clear,59.0,46.9,100.0,10.813163514338017,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,10,13,Fair,69.0,69.0,39.0,14.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,29,12,13,Light Rain,53.0,53.0,86.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,28,6,7,Overcast,59.0,59.0,78.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,14,12,14,Partly Cloudy / Windy,58.0,58.0,62.0,21.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
